playbook;techniques
p59;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierActivityAnalysis'}, {'4': 'IdentifierAnalysis'}]
p5;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p600;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p601;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p602;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p603;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p604;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p605;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p606;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p607;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p608;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p60;[{'1': 'SenderReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierActivityAnalysis'}, {'4': 'IdentifierAnalysis'}]
p610;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p611;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p612;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p613;[{'1': 'NetworkIsolation'}, {'2': 'ExecutionIsolation'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p614;[{'1': 'MessageAnalysis'}, {'2': 'UserBehaviorAnalysis'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'NetworkTrafficAnalysis'}]
p615;[{'1': 'CredentialRotation'}, {'2': 'CredentialRevoking'}, {'3': 'AccountLocking'}, {'4': 'UnlockAccount'}]
p616;[{'1': 'CredentialRotation'}, {'2': 'CredentialRevoking'}, {'3': 'AccountLocking'}, {'4': 'UnlockAccount'}]
p617;[{'1': 'CredentialRevoking'}, {'2': 'CredentialEviction'}, {'3': 'AccountLocking'}, {'4': 'UnlockAccount'}]
p618;[{'1': 'CredentialRevoking'}, {'2': 'CredentialEviction'}, {'3': 'AccountLocking'}, {'4': 'UnlockAccount'}]
p61;[{'1': 'FileHashReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierActivityAnalysis'}, {'4': 'IdentifierAnalysis'}]
p620;[{'1': 'AssetVulnerabilityEnumeration'}, {'2': 'AssetInventory'}, {'3': 'NetworkVulnerabilityAssessment'}, {'4': 'SystemVulnerabilityAssessment'}]
p621;[{'1': 'AssetInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'NetworkNodeInventory'}, {'4': 'SoftwareInventory'}]
p622;[{'1': 'AssetVulnerabilityEnumeration'}, {'2': 'AssetInventory'}, {'3': 'NetworkVulnerabilityAssessment'}, {'4': 'SystemVulnerabilityAssessment'}]
p623;[{'1': 'AssetVulnerabilityEnumeration'}, {'2': 'AssetInventory'}, {'3': 'NetworkVulnerabilityAssessment'}, {'4': 'SystemVulnerabilityAssessment'}]
p624;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'SenderReputationAnalysis'}]
p625;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'SenderReputationAnalysis'}]
p626;[{'1': 'MessageAnalysis'}, {'2': 'UserBehaviorAnalysis'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'NetworkTrafficAnalysis'}]
p627;[{'1': 'UserGeolocationLogonPatternAnalysis'}, {'2': 'UserBehaviorAnalysis'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'NetworkTrafficAnalysis'}]
p628;[{'1': 'URLReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p62;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierActivityAnalysis'}, {'4': 'IdentifierAnalysis'}]
p630;[{'1': 'UnlockAccount'}, {'2': 'AccountLocking'}, {'3': 'CredentialRevoking'}, {'4': 'CredentialRotation'}]
p631;[{'1': 'UnlockAccount'}, {'2': 'RestoreUserAccountAccess'}, {'3': 'AccountLocking'}, {'4': 'UserAccountPermissions'}]
p632;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'MessageAnalysis'}, {'4': 'SenderReputationAnalysis'}]
p633;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'MessageAnalysis'}, {'4': 'SenderReputationAnalysis'}]
p634;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IPReputationAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p635;[{'1': 'AssetVulnerabilityEnumeration'}, {'2': 'ApplicationConfigurationHardening'}, {'3': 'ExecutableAllowlisting'}, {'4': 'ExecutableDenylisting'}]
p636;[{'1': 'AssetVulnerabilityEnumeration'}, {'2': 'ApplicationConfigurationHardening'}, {'3': 'ExecutableAllowlisting'}, {'4': 'ExecutableDenylisting'}]
p637;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p638;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p63;[{'1': 'URLReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierActivityAnalysis'}, {'4': 'IdentifierAnalysis'}]
p640;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p641;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p642;[]
p643;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p644;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p645;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p646;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p647;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p648;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p64;[]
p650;[]
p651;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p652;[]
p653;[{'1': 'CredentialRotation'}, {'2': 'CredentialRevoking'}, {'3': 'CredentialHardening'}, {'4': 'CredentialEviction'}]
p654;[{'1': 'AccessModeling'}, {'2': 'ConfigurationInventory'}, {'3': 'OrganizationMapping'}, {'4': 'UserAccountPermissions'}]
p655;[]
p656;[{'1': 'UnlockAccount'}, {'2': 'RestoreUserAccountAccess'}, {'3': 'AccountLocking'}, {'4': 'UserAccountPermissions'}]
p657;[{'1': 'CredentialRevoking'}, {'2': 'CredentialEviction'}, {'3': 'AccountLocking'}, {'4': 'UserAccountPermissions'}]
p658;[{'1': 'OperatingSystemMonitoring'}, {'2': 'PlatformMonitoring'}, {'3': 'SystemFileAnalysis'}, {'4': 'SystemDaemonMonitoring'}]
p65;[]
p660;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AssetInventory'}, {'4': 'SystemFileAnalysis'}]
p661;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AssetInventory'}, {'4': 'SystemFileAnalysis'}]
p662;[{'1': 'ProcessAnalysis'}, {'2': 'ProcessLineageAnalysis'}, {'3': 'ProcessSpawnAnalysis'}, {'4': 'ProcessEviction'}]
p663;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AssetInventory'}, {'4': 'SystemFileAnalysis'}]
p664;[{'1': 'ProcessEviction'}, {'2': 'ProcessTermination'}, {'3': 'ProcessSuspension'}, {'4': 'ProcessAnalysis'}]
p665;[{'1': 'SystemDaemonMonitoring'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemFileAnalysis'}]
p666;[{'1': 'CredentialRotation'}, {'2': 'CredentialRevoking'}, {'3': 'CredentialHardening'}, {'4': 'CredentialEviction'}]
p667;[{'1': 'SystemDaemonMonitoring'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemFileAnalysis'}]
p668;[{'1': 'ConfigurationInventory'}, {'2': 'NetworkNodeInventory'}, {'3': 'NetworkMapping'}, {'4': 'NetworkTrafficPolicyMapping'}]
p66;[]
p670;[{'1': 'ConfigurationInventory'}, {'2': 'NetworkNodeInventory'}, {'3': 'NetworkMapping'}, {'4': 'NetworkTrafficPolicyMapping'}]
p671;[{'1': 'ConfigurationInventory'}, {'2': 'NetworkNodeInventory'}, {'3': 'NetworkMapping'}, {'4': 'NetworkTrafficPolicyMapping'}]
p672;[{'1': 'ConfigurationInventory'}, {'2': 'NetworkNodeInventory'}, {'3': 'NetworkMapping'}, {'4': 'NetworkTrafficPolicyMapping'}]
p673;[{'1': 'ConfigurationInventory'}, {'2': 'NetworkNodeInventory'}, {'3': 'NetworkMapping'}, {'4': 'NetworkTrafficPolicyMapping'}]
p674;[{'1': 'DatabaseQueryStringAnalysis'}, {'2': 'ConfigurationInventory'}, {'3': 'DataInventory'}, {'4': 'DataExchangeMapping'}]
p675;[{'1': 'DatabaseQueryStringAnalysis'}, {'2': 'ConfigurationInventory'}, {'3': 'DataInventory'}, {'4': 'DataExchangeMapping'}]
p676;[{'1': 'DatabaseQueryStringAnalysis'}, {'2': 'ConfigurationInventory'}, {'3': 'DataInventory'}, {'4': 'DataExchangeMapping'}]
p677;[{'1': 'DatabaseQueryStringAnalysis'}, {'2': 'ConfigurationInventory'}, {'3': 'DataInventory'}, {'4': 'DataExchangeMapping'}]
p678;[]
p67;[]
p680;[]
p681;[]
p682;[]
p683;[]
p684;[]
p685;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p686;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p687;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p688;[{'1': 'FileIntegrityMonitoring'}, {'2': 'FileAccessPatternAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p68;[{'1': 'SoftwareUpdate'}, {'2': 'RestoreConfiguration'}, {'3': 'RestoreSoftware'}, {'4': 'RestoreDiskImage'}]
p690;[{'1': 'FileIntegrityMonitoring'}, {'2': 'FileAccessPatternAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p691;[{'1': 'FileIntegrityMonitoring'}, {'2': 'FileAccessPatternAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p692;[{'1': 'FileIntegrityMonitoring'}, {'2': 'FileAccessPatternAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p693;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p694;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p695;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p696;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p697;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p69;[{'1': 'ProcessAnalysis'}, {'2': 'ProcessLineageAnalysis'}, {'3': 'ProcessSpawnAnalysis'}, {'4': 'ProcessSelf-ModificationDetection'}]
p6;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p700;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p701;[{'1': 'FileIntegrityMonitoring'}, {'2': 'FileAccessPatternAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p702;[{'1': 'FileIntegrityMonitoring'}, {'2': 'FileAccessPatternAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p703;[]
p704;[{'1': 'FileIntegrityMonitoring'}, {'2': 'FileAccessPatternAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p705;[]
p706;[]
p707;[]
p708;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p70;[]
p710;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p711;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'FileEncryption'}, {'4': 'FileHashing'}]
p712;[]
p713;[]
p714;[]
p715;[]
p716;[]
p717;[]
p718;[]
p71;[]
p720;[]
p721;[]
p722;[]
p723;[]
p724;[]
p725;[]
p726;[]
p727;[]
p728;[]
p72;[{'1': 'FileHashReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierActivityAnalysis'}, {'4': 'IdentifierAnalysis'}]
p730;[{'1': 'DomainAccountMonitoring'}, {'2': 'UserAccountPermissions'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p731;[{'1': 'SystemConfigurationPermissions'}, {'2': 'SystemFileAnalysis'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p732;[{'1': 'AuthenticationEventThresholding'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p733;[{'1': 'UserAccountPermissions'}, {'2': 'SystemConfigurationPermissions'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p734;[{'1': 'ServiceBinaryVerification'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p735;[{'1': 'FileAnalysis'}, {'2': 'FileContentAnalysis'}, {'3': 'FileHashing'}, {'4': 'FileIntegrityMonitoring'}]
p736;[{'1': 'ProcessAnalysis'}, {'2': 'ProcessSpawnAnalysis'}, {'3': 'ProcessLineageAnalysis'}, {'4': 'ProcessSelf-ModificationDetection'}]
p737;[{'1': 'SystemDaemonMonitoring'}, {'2': 'ServiceBinaryVerification'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p738;[{'1': 'SystemDaemonMonitoring'}, {'2': 'ServiceBinaryVerification'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p73;[]
p740;[{'1': 'SystemFileAnalysis'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p741;[{'1': 'FileAnalysis'}, {'2': 'FileContentAnalysis'}, {'3': 'FileHashing'}, {'4': 'FileIntegrityMonitoring'}]
p742;[]
p743;[]
p744;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p745;[{'1': 'SystemFileAnalysis'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p746;[]
p747;[{'1': 'SystemFileAnalysis'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p748;[{'1': 'SystemFileAnalysis'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p74;[{'1': 'FileHashReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierActivityAnalysis'}, {'4': 'IdentifierAnalysis'}]
p750;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p751;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p752;[{'1': 'SystemFileAnalysis'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p753;[]
p754;[]
p755;[{'1': 'HostReboot'}, {'2': 'ProcessEviction'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p756;[{'1': 'HostShutdown'}, {'2': 'ProcessEviction'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p757;[]
p758;[]
p75;[]
p760;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p761;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p762;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p763;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p764;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p765;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p766;[{'1': 'FileEviction'}, {'2': 'FileRemoval'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p767;[]
p768;[]
p76;[]
p770;[{'1': 'SoftwareInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p771;[{'1': 'SystemDaemonMonitoring'}, {'2': 'ServiceBinaryVerification'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p772;[{'1': 'SystemDaemonMonitoring'}, {'2': 'ServiceBinaryVerification'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p773;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p774;[{'1': 'SystemDaemonMonitoring'}, {'2': 'ServiceBinaryVerification'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p775;[{'1': 'SystemDaemonMonitoring'}, {'2': 'ServiceBinaryVerification'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p776;[]
p777;[]
p778;[{'1': 'ProcessAnalysis'}, {'2': 'ProcessSpawnAnalysis'}, {'3': 'ProcessLineageAnalysis'}, {'4': 'ProcessSelf-ModificationDetection'}]
p77;[]
p780;[{'1': 'SystemDaemonMonitoring'}, {'2': 'ServiceBinaryVerification'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p781;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p782;[{'1': 'SystemFileAnalysis'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p783;[{'1': 'SystemFileAnalysis'}, {'2': 'AccessModeling'}, {'3': 'AdministrativeNetworkActivityAnalysis'}, {'4': 'UserBehaviorAnalysis'}]
p784;[{'1': 'UnlockAccount'}, {'2': 'UserAccountPermissions'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p785;[]
p786;[]
p787;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p788;[]
p78;[{'1': 'AssetInventory'}, {'2': 'ConfigurationInventory'}, {'3': 'SoftwareInventory'}, {'4': 'HardwareComponentInventory'}]
p790;[]
p791;[]
p792;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p793;[]
p794;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p795;[]
p796;[]
p797;[]
p79;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierActivityAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p7;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p800;[]
p801;[]
p802;[]
p803;[]
p804;[]
p805;[]
p806;[{'1': 'PhishingDetection'}, {'2': 'ThreatIntelligence'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p807;[{'1': 'CertificateAnalysis'}, {'2': 'ActiveCertificateAnalysis'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p808;[{'1': 'CredentialRotation'}, {'2': 'CredentialRevoking'}, {'3': 'AccessModeling'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p80;[]
p810;[]
p811;[{'1': 'UserBehaviorAnalysis'}, {'2': 'OrganizationMapping'}, {'3': 'OperationalActivityMapping'}, {'4': 'OperationalDependencyMapping'}]
p812;[{'1': 'AccountLocking'}, {'2': 'CredentialRevoking'}, {'3': 'CredentialEviction'}, {'4': 'RestoreUserAccountAccess'}]
p813;[{'1': 'AccessModeling'}, {'2': 'OperationalActivityMapping'}, {'3': 'OperationalDependencyMapping'}, {'4': 'UserBehaviorAnalysis'}]
p814;[{'1': 'AccessModeling'}, {'2': 'OperationalActivityMapping'}, {'3': 'OperationalDependencyMapping'}, {'4': 'UserBehaviorAnalysis'}]
p815;[{'1': 'ExecutableDenylisting'}, {'2': 'DNSDenylisting'}, {'3': 'ForwardResolutionDomainDenylisting'}, {'4': 'ForwardResolutionIPDenylisting'}]
p816;[{'1': 'BotnetDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p817;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'ProcessEviction'}, {'4': 'ExecutableDenylisting'}]
p818;[{'1': 'CredentialRotation'}, {'2': 'CredentialRevoking'}, {'3': 'CredentialEviction'}, {'4': 'AccountLocking'}]
p81;[]
p820;[{'1': 'OperationalActivityMapping'}, {'2': 'OperationalDependencyMapping'}, {'3': 'OrganizationMapping'}, {'4': 'UserBehaviorAnalysis'}]
p821;[{'1': 'ExecutableDenylisting'}, {'2': 'ProcessEviction'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p822;[{'1': 'NetworkTrafficFiltering'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficPolicyMapping'}]
p823;[{'1': 'NetworkTrafficFiltering'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficPolicyMapping'}]
p824;[{'1': 'FileRemoval'}, {'2': 'FileAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p825;[{'1': 'OperationalActivityMapping'}, {'2': 'OperationalDependencyMapping'}, {'3': 'OrganizationMapping'}, {'4': 'UserBehaviorAnalysis'}]
p826;[{'1': 'DNSDenylisting'}, {'2': 'DomainNameReputationAnalysis'}, {'3': 'NetworkTrafficAnalysis'}, {'4': 'URLReputationAnalysis'}]
p827;[{'1': 'DNSDenylisting'}, {'2': 'ForwardResolutionDomainDenylisting'}, {'3': 'ForwardResolutionIPDenylisting'}, {'4': 'NetworkTrafficFiltering'}]
p828;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DNSDenylisting'}, {'4': 'NetworkTrafficAnalysis'}]
p82;[]
p830;[{'1': 'NetworkTrafficFiltering'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficPolicyMapping'}]
p831;[{'1': 'FileHashing'}, {'2': 'FileAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'ExecutableDenylisting'}]
p832;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'FileCarving'}, {'4': 'FileAnalysis'}]
p833;[{'1': 'AccountLocking'}, {'2': 'CredentialRevoking'}, {'3': 'CredentialEviction'}, {'4': 'RestoreUserAccountAccess'}]
p834;[{'1': 'DataExfiltrationDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p835;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'ExecutableDenylisting'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p836;[{'1': 'DNSDenylisting'}, {'2': 'DomainNameReputationAnalysis'}, {'3': 'NetworkTrafficAnalysis'}, {'4': 'URLReputationAnalysis'}]
p837;[{'1': 'AccessModeling'}, {'2': 'OperationalActivityMapping'}, {'3': 'OperationalDependencyMapping'}, {'4': 'UserBehaviorAnalysis'}]
